Gene_name	S1-d0	S2-d0	S3-d0	S4-d0	S5-d0	S6-d0	S7-d0	S8-d0	S9-d0	S10-d0	S1-d10	S2-d10	S3-d10	S4-d10	S5-d10	S6-d10	S7-d10	S8-d10	S9-d10	S10-d10
Adcy9	392	312	429	688	889	483	396	617	1007	899	912	1080	829	1088	1309	975	400	975	1278	1236
Wwc1	281	285	298	257	440	130	155	149	366	297	244	454	265	462	429	113	139	230	318	274
Ttc28	7568	6593	6827	7160	9909	5428	6616	6608	6735	5723	7803	8492	6481	7257	10038	4367	2182	4132	5898	5719
Chac2	103	124	117	143	116	90	106	89	117	98	147	147	96	171	170	92	89	85	101	82
Pdzd9	0	2	1	3	4	5	2	0	2	0	3	3	1	9	3	3	0	1	2	4
Oog2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310043M15Rik	0	0	0	1	0	3	1	0	3	0	1	1	1	0	0	1	0	0	0	3
Taz	659	529	703	1112	1148	768	665	747	1133	1100	930	1077	750	1298	1403	966	331	890	1316	1203
Mageh1	405	490	687	1007	795	822	1070	1069	720	630	548	790	509	869	1171	400	201	405	647	710
Zfp558	82	82	110	152	160	89	103	159	129	95	121	140	72	180	160	89	71	89	136	96
Pacs2	2754	2406	2905	3783	4955	3448	3160	3427	5150	5438	3311	4102	2844	3884	5004	4429	1669	3244	4378	4238
Ppm1j	82	174	50	106	50	116	151	116	72	28	87	32	26	28	111	22	9	29	27	30
Lpin2	1356	914	1210	1789	2799	1115	1143	1031	1722	1821	2251	1794	1425	2078	2704	1189	422	1153	1448	1549
Mtrr	627	640	628	878	953	509	487	462	789	738	617	722	467	748	912	582	338	507	669	640
Nfyc	1087	861	1203	1173	1283	1133	1276	1175	1217	1050	978	1350	944	1241	1376	960	620	1048	1172	1170
Arhgap20os	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1
Olfr570	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pold2	734	798	1210	1144	751	618	925	896	909	570	627	908	662	829	843	683	392	749	806	691
G730013B05Rik	0	0	0	0	1	0	1	1	1	3	0	2	0	0	1	6	0	8	4	14
Olfr1477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crb1	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	2
Leng1	528	502	491	544	709	519	531	468	515	612	636	654	437	639	830	715	320	509	577	669
Mir7016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5730412P04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klk1b21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930528A17Rik	13	21	17	10	19	20	21	17	19	18	16	18	15	15	19	8	6	12	13	13
Txnrd3	269	294	319	433	441	287	257	281	408	404	353	458	368	425	505	317	189	345	393	407
Gm20750	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0
Cep63	481	412	543	565	691	486	489	586	830	671	546	755	446	698	868	615	435	567	871	716
Ndufa6	939	829	1078	1526	1393	1164	1232	1255	1572	1474	1438	1698	1258	1701	1922	1715	646	1377	1565	1688
Trit1	287	332	302	516	435	270	311	331	388	336	334	397	279	435	482	397	176	269	436	404
Eps8l3	0	0	0	3	1	1	0	0	6	1	1	0	0	2	0	0	2	0	0	0
Tnfsf13b	27	9	8	22	18	33	17	30	41	48	19	18	12	10	18	47	16	23	39	29
Mitf	444	218	307	451	692	538	360	566	769	744	781	532	459	571	780	1030	421	630	964	915
Sema3d	316	213	1040	737	2569	1249	673	1627	3219	4616	2249	5588	5351	5546	5995	2290	1760	2550	3450	3022
Zbtb12	282	268	490	570	479	295	369	499	486	380	269	343	223	336	374	241	139	209	303	266
Mir7078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rab40c	845	803	818	1429	1399	821	874	818	1246	1088	984	1030	719	1171	1472	869	255	695	1008	1009
Grina	3259	2881	3469	4907	5236	6276	5715	7488	8337	7230	7024	7188	5328	6293	8105	12835	4099	8392	11536	10499
Itga7	1283	1445	858	1952	2170	871	504	578	1008	1127	3217	1643	1530	1506	4405	1887	391	1048	1113	1808
Afg3l1	1849	1735	1856	2746	2756	1775	1968	1825	2056	1960	1935	2147	1483	2505	3024	1652	750	1521	2041	1834
Gm12886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chsy3	560	778	617	842	652	398	566	423	768	546	422	890	567	708	872	231	194	243	264	204
Mir7068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nos1	29	6	103	73	199	83	22	71	32	92	271	192	367	196	590	10	9	23	16	64
Cdh24	167	215	222	197	197	136	239	118	103	68	113	137	88	107	137	57	36	40	67	59
Cited2	1981	1820	2004	1980	2376	1411	1297	1763	2426	2435	2979	2997	2457	1966	3185	3351	1271	1995	2657	3377
Pfdn6	694	571	642	901	942	655	591	494	704	686	698	725	455	638	947	528	191	481	593	561
4930467K11Rik	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
Dock5	3845	4634	3585	4484	4496	3235	3973	3954	4148	4216	5198	3697	3045	3641	6119	2813	1132	2500	3381	3991
Klk1b24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Muc20	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
Smgc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Top1	3225	3152	3101	4001	4746	3128	3435	3247	3573	3486	3755	4107	2832	4098	4891	3148	2568	3061	3677	3278
Fsd1l	154	123	152	227	195	181	149	209	251	225	173	166	124	181	214	182	128	202	318	236
Insr	1781	1691	2128	2587	3647	1526	1467	2059	2870	2741	3035	3045	3069	3425	4426	2840	1696	3012	3496	3235
5031426D15Rik	14	15	9	21	25	30	18	7	72	33	12	24	18	20	24	60	40	30	139	86
AW046200	4	3	2	12	7	4	3	12	11	4	6	5	5	4	7	1	2	7	13	9
Foxq1	7	10	5	6	9	7	9	7	7	4	11	13	1	5	22	4	0	2	3	2
Mir466f-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hmbox1	1555	1487	1416	1962	2843	1532	1606	1648	2862	2693	2563	2524	2069	2733	2999	2347	887	1718	2417	2623
Iqce	700	619	832	1061	1121	870	1052	1160	1373	1217	897	1057	697	997	1265	1125	581	917	1274	1095
Ttc14	1418	1746	1655	2049	2320	1459	1472	1590	1843	1510	1846	2245	1777	2275	2471	1523	1368	2075	2822	1961
Mir425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ndor1	934	796	905	1134	1355	888	958	949	1416	1256	931	1016	724	1046	1328	1022	347	848	1290	1192
Drd5	1	0	2	0	3	0	0	0	0	1	5	4	4	0	1	0	0	3	0	2
Olfr1057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir7039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jagn1	813	872	931	1277	1324	738	772	654	1095	966	1137	1280	911	1367	1723	941	408	917	1107	1173
Ctsh	717	807	626	1362	1192	953	1269	906	1996	1511	1426	1845	1011	2022	2376	2823	1260	2256	3241	2540
Aebp2	2478	2878	2795	3769	3451	2109	2672	2729	2858	2573	2314	2748	1864	2972	4024	1443	928	1462	2281	1840
Macf1	14798	16491	14592	18193	25281	13857	14659	14586	20020	18890	21528	21131	16164	21460	26261	13929	7921	13883	20562	18003
Mir669i	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933415F23Rik	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0
Elovl4	86	147	146	146	136	37	104	77	77	63	389	478	394	294	329	285	143	227	174	140
Olfr33	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc146	0	0	0	0	2	0	2	2	0	2	3	1	2	2	2	0	0	2	0	0
Olfr390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rbm26	1247	1355	1408	1643.55	1641	1141	1288.77	1403	1148	1048	1424	1632	1263	1399.75	1623.75	1106	899	1080	1224	1004.72
Snora16a	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Ina	13	8	6	3	5	2	5	1	0	1	20	25	13	16	9	4	1	3	0	0
Tnfsf8	15	5	1	19	24	5	4	6	4	5	3	1	2	7	9	3	0	3	0	1
Mir7232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mid1	1071	1047	1653	2073	2012	1116	1615	1638	1446	1266	2195	2900	2333	3182	3456	1072	743	1399	1837	1464
Rhox2h	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rassf5	752	442	635	820	945	563	313	497	726	704	803	767	684	758	1148	564	170	509	502	588
Anapc11	1332	1103	1366	1964	1912	1538	1615	1266	2238	2072	1380	1637	1038	1632	1998	1731	610	1452	1866	1810
Gm6370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sp110	240	63	89	272	430	322	60	235	271	305	342	227	276	277	330	277	121	302	207	314
Gm16513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cldn1	68	32	33	72	154	209	278	102	430	423	275	131	80	115	158	796	229	350	572	336
Hbs1l	1871	2246	2030	2854	2535	1657	2068	1918	2289	1953	2024	2309	1507	2304	2999	1609	788	1389	2107	1816
Ttc26	210	288	255	492	345	501	581	536	383	313	247	216	174	278	353	163	104	152	247	218
Setbp1	4048	3835	6252	6125	6486	3601	4274	5506	5290	4514	6192	7999	6451	7161	9130	3102	2327	3731	4373	4178
Mir7020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdh9	535	466	604	698	1279	1217	1727	1425	1535	1418	1711	1488	1314	1159	1900	1497	782	1209	2273	1738
1500026H17Rik	1	2	3	1	7	0	1	7	8	7	5	4	6	8	4	9	1	15	11	16
Thoc7	1030	1091	970	1460	1587	1058	992	880	1272	1168	902	1036	737	1182	1659	782	508	729	1035	990
Dynlt3	1917	2501	1762	2841	2775	2151	2180	1818	2316	2138	2752	2460	1708	2656	3594	2068	1830	2080	2455	2345
Pate1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abl2	2069	2340	1927	2534	3290	2308	2617	2939	3357	3317	2302	2067	1893	2372	3135	2003	874	2328	2933	3007
Mroh7	0	0	3	0	3	2	2	0	0	5	3	4	5	1	4	3	6	4	3	6
Filip1l	6354	10629	3314	4148	4084	3105	3793	2306	1522	1535	2502	1640	847	1059	2667	1293	492	729	730	1155
Oas1h	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scgb1b24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abi1	2870	2794	2690	3302	3759	2915	2762	2850	3523	3371	3235	3391	2454	3295	4219	2962	1764	2745	3306	3074
Syndig1l	0	0	0	1	0	0	0	0	0	2	1	0	0	0	1	2	0	1	0	1
Cda	18	2	16	23	26	75	50	81	77	73	59	36	28	55	63	138	39	81	269	269
Gm904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc6a2	3	0	3	11	8	8	8	15	25	20	63	13	11	11	16	56	16	17	45	18
Slc25a53	20	22	30	44	45	34	32	26	34	45	23	28	27	59	58	32	11	27	31	35
Mgat4a	488	214	258	505	748	491	209	327	540	606	624	436	420	572	743	384	182	447	510	588
Chchd2	2166	2163	2087	3608	3194	2991	2837	2425	3225	2663	3032	3381	2612	4181	4342	3494	997	3079	3461	3903
Prr23a2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atl2	1166	1253	1022	1507	1730	911	953	805	1249	1117	1640	1478	1088	1500	2400	1397	760	1302	1366	1406
Fan1	249	229	291	391	418	260	264	353	530	438	328	409	297	486	433	291	158	279	490	325
4930563E18Rik	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0
Pglyrp3	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Plekhg3	2276	2200	1365	1748	2256	1683	1620	1391	1964	1819	2227	1517	1098	1554	2453	2271	740	1187	1911	2003
Nfe2l2	3891	3402	3755	4273	4764	4303	4422	4506	4677	4891	4542	4306	3372	4076	5706	3997	2173	3690	4050	3878
Iqck	16	18	18	23	19	15	16	22	18	21	22	33	21	33	44	36	14	32	36	45
3300002P13Rik	0	0	0	0	0	0	0	0	1	0	4	2	0	0	1	1	1	0	2	0
Nkx6-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ins1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
4933406F09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm9789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A2ml1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prss2	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bpifa3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nebl	11	26	16	13	29	15	21	9	19	27	21	160	110	146	85	12	11	18	30	42
Ppp4r4	43	20	56	47	85	43	30	41	48	52	43	68	54	70	104	43	52	81	110	97
Nck2	1338	1473	1470	1938	1906	1268	1724	1439	1759	1487	1390	1744	1071	1590	2175	1168	510	1002	1312	1226
Gata5	2	0	1	1	1	3	1	1	1	1	0	0	1	0	1	0	0	0	0	0
Atp5j2	2079	1901	1997	2789	2999	3000	3086	2483	2870	2742	2511	3195	2121	3361	3501	3012	842	2657	2923	3203
Nlrp12	0	0	0	0	0	0	0	1	4	0	0	1	0	0	0	0	0	0	1	1
Pbld1	0	0	0	0	1	0	0	0	1	0	0	0	1	2	0	0	0	0	2	0
Edc4	2668	2643	2812	3424	3506	2626	3149	2894	2886	2533	2607	2621	1832	2594	3438	2184	836	1737	2332	2335
Vps45	403	369	435	713	703	528	520	603	671	625	546	691	423	672	833	509	273	526	695	647
Trim56	673	609	550	751	816	625	585	749	774	784	761	662	553	729	1015	620	285	585	914	853
Snord16a	0	1	0	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0
Ano7	4	0	12	3	5	5	15	29	11	11	5	5	13	10	14	1	6	16	4	9
Fgf6	0	0	0	0	0	0	0	1	3	0	1	0	1	1	0	0	1	2	3	2
Arid5b	5649	6125	4525	4183	5475	4378	4606	4679	4023	3692	4782	4171	3062	2938	4901	3813	2061	3108	3922	4107
Papolg	426	535	433	662	597	425	510	504	563	535	514	465	401	511	632	396	325	428	543	391
Gm7827	0	0	0	0	0	2	0	1	1	1	0	0	0	0	2	0	0	0	0	0
Mief2	359	369	379	625	585	363	408	389	620	513	471	688	420	641	771	368	177	372	535	523
Cd2ap	1530	1599	1435	1995	2298	1745	1600	1673	2158	2092	2326	2186	1660	2285	2688	2071	1456	1612	2373	2050
Myo7a	4601	4133	5766	7170	8269	3861	3844	4654	5562	6343	5575	5822	4641	5184	8495	2570	1318	3535	3512	4343
Mrgprb5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Grsf1	2530	2768	2727	3598	3565	2046	2356	2333	2287	2133	2807	3606	2534	3732	4085	2015	1242	2007	1986	1968
Mtcl1	305	355	308	424	411	153	403	412	343	281	313	431	290	385	516	117	124	186	246	145
Dync1h1	28394	31340	27910	30423	38765	23144	26113	26025	28932	25879	33056	34186	25781	31306	39802	24583	10156	18555	26070	24904
Cxcl2	27	14	27	18	15	19	13	31	7	9	57	29	24	18	45	3	1	3	1	2
Tmigd1	0	0	0	0	0	2	0	1	1	0	4	1	0	2	4	20	15	20	13	15
Gramd3	523	557	602	920	862	731	903	748	1154	1027	786	1144	774	1200	1264	714	365	639	824	812
Uba3	2362	2939	2478	3487	3408	2407	2682	2145	2459	2130	2706	3100	2023	3000	3726	1771	1395	1837	2173	1898
Eno1b	0	0	0	7752.2	3824.35	0	0	0	2277.35	1983.82	0	0	0	6804.42	6389.38	0	212.27	0	383.12	1134.97
Mir6407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2c69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppp2ca	5788	6976	6461	9136	8259	6641	7362	6265	7618	6552	6798	8454	6283	8108	9994	6179	3647	6351	6576	6440
Mir1927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1110019D14Rik	43	41	52	75	79	68	53	79	101	106	68	95	57	109	100	82	66	83	122	97
F13a1	118	98	45	1877	2084	357	665	465	7434	12688	10644	8045	5800	7014	8840	11755	1497	3872	14927	22364
Tnnt1	15	15	22	50	47	43	46	72	74	57	31	39	19	49	57	30	16	35	37	22
Tug1	2433	3225	3136	3991	4130	3195	3972	4412	5283	3924	3227	4074	3177	4474	4620	2926	3177	3588	4457	3250
Mta3	1194	1226	1141	1512	1365	1367	1595	1479	1681	1443	1478	1546	997	1391	1817	1490	792	1177	1516	1451
6330415G19Rik	5	4	11	6	12	3	6	15	11	26	8	4	8	11	13	7	8	3	11	20
Tlr7	724	196	297	991	2131	1703	374	732	3276	4106	2129	1447	1850	2196	2109	3039	1154	3327	3329	4017
Mir150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pom121l2	7	9	5	9	1	9	14	11	4	6	8	11	1	7	6	7	6	1	7	5
Ebf2	96	176	193	261	223	73	234	239	242	177	112	639	369	661	557	78	281	269	379	176
S100a6	15430	17264	12630	15663	14880	29522	36108	28504	22134	18860	12342	7053	4607	7518	15382	11347	3007	7867	12754	12724
Defb7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam213b	193	109	192	285	267	201	170	196	358	301	429	428	302	380	461	396	112	327	556	569
Ankrd17	7920	8275	8167	9589	10851	7686	8793	8575	9250	8140	8430	9906	6933	9246	11366	6451	4669	6097	7955	6922
St6galnac2	234	131	155	212	236	253	255	211	426	482	201	271	131	279	305	304	86	163	199	371
Nlk	603	698	483	740	789	423	454	410	519	480	653	657	501	706	760	518	204	396	513	491
Chuk	1256	1550	1170	1714	1612	1180	1174	946	1257	998	1472	1464	1089	1500	1851	1129	576	985	1270	1211
Cela3b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc35g3	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhof	92	76	86	98	61	167	178	150	80	62	65	86	58	75	94	61	30	63	102	93
Zfp367	365	310	503	706	562	316	355	316	442	366	306	435	274	503	548	220	173	196	288	291
Phip	2534	2522	3045	3626	3855	3107	3141	3452	3436	3140	3860	3196	2660	3319	4340	3482	2498	2866	4337	3162
Scn1b	752	848	1168	1806	1417	1316	2047	2262	3338	2807	1502	2023	1289	1926	2448	1648	877	1858	2513	2377
Gsx1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Gm1110	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
Plekha7	386	395	335	609	502	541	524	348	538	384	623	482	276	444	565	511	152	201	451	357
Twist1	1862	1270	1984	2253	2599	1973	2061	2086	2661	2558	2226	2462	1558	2090	2936	2662	1252	2028	2838	2752
Slc25a10	686	585	710	1056	1060	838	797	597	988	871	3094	3831	3091	3652	2468	3677	1160	2904	2106	3007
Gfra3	10	4	5	4	15	8	3	4	15	7	25	26	12	17	16	5	3	7	11	1
Cdc37l1	1507	1478	1746	2316	2742	1587	1572	1665	2990	2696	2063	2393	1853	2766	3058	2335	1543	2230	3422	2758
Zcchc10	195	199	179	279	283	159	157	141	176	165	269	249	182	219	349	190	94	135	201	210
Fblim1	3593	4571	2821	4037	3844	4113	4699	3629	1925	1850	2843	2356	1529	2045	3388	1865	485	1278	1438	1773
Fah	1062	912	660	1007	602	1952	1568	1133	1299	923	1783	2143	1275	1791	1348	4177	1705	2515	2191	2124
Jakmip1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
Pou4f1	1	0	4	2	3	0	1	1	0	1	1	1	0	0	4	1	2	1	1	1
Ptpru	129	115	101	134	159	71	59	66	138	137	220	266	199	307	291	145	93	251	288	249
Sumo3	3404	2881	3838	5017	5145	4395	4468	4606	5783	5520	3454	3845	2724	3994	5287	3926	1977	3572	4932	4671
Crem	163	193	134	287	243	162	169	219	239	204	280	245	159	258	310	176	124	183	249	185
Zfp976	75	121	110	169	161	87	104	95	139	102	113	143	100	142	176	91	145	130	148	109
Emb	1581	1694	2393	4103	2960	2075	3138	3258	4608	2820	4605	4481	3385	3999	6020	2892	3351	4150	6244	3382
Osbpl3	904	1292	1023	1476	1365	792	1180	1065	1141	1006	791	624	398	747	1803	515	310	548	750	791
Gm4251	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Defb2	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	1	0	0	9	11
Sned1	615	299	1088	542	796	3390	2072	4723	7840	5457	1377	1285	1110	1258	1593	11742	4224	7018	15820	17166
Armc1	1205	1255	1248	1864	1773	1023	1158	930	1352	1130	1131	1428	1068	1767	1978	935	530	914	1257	1044
Olfr1133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zswim9	210	179	254	336	384	186	230	302	455	368	294	302	199	333	356	256	170	245	407	294
Khdrbs2	2	0	5	1	2	1	3	1	1	0	2	0	2	2	6	0	1	0	1	2
Olfr1451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thsd1	271	385	277	290	268	263	334	323	261	183	197	160	153	137	186	137	55	111	189	158
Gm15881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrg1	0	3	2	1	4	1	2	4	26	19	951	570	501	523	495	1039	274	474	397	428
Nlrp2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd59a	86	754	129	663	468	123	580	164	616	457	188	490	147	567	610	209	270	196	518	467
Gm10354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2518	9	8	12	14	10	11	21	16	20	14	13	16	9	15	15	16	3	9	14	23
Map4k1	54	42	82	87	64	94	95	140	65	76	54	74	45	47	59	44	17	33	38	47
Nxnl2	22	16	22	16	33	27	22	10	9	11	17	16	9	10	19	19	1	10	6	13
Zcchc8	1258	1095	1265	1537	1580	1204	1247	1141	1388	1282	1257	1403	917	1311	1604	1112	649	1010	1201	1199
Atp6v1g3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif4a2	5244	6680	6822	12167	11978	4851	6553	6136	12119	10196	8373	10168	7149	11952	13790	7555	5335	7533	12145	9583
Adh7	193	43	58	65	182	455	117	139	439	806	67	92	44	89	154	766	314	328	875	756
Ccdc86	900	935	855	1063	1172	711	739	688	636	643	1017	947	638	736	1314	777	300	642	642	764
Gm813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir6382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adgra2	9970	11534	10808	12345	11751	11662	15240	13419	10809	9411	7738	9262	5459	7484	10648	7613	3077	6099	10018	8497
Olfr1128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zc3h11a	7192	7119	7325	9354	11086	7585	8847	8811	10024	8907	7707	8587	5848	8916	12116	6191	3561	5729	8523	7724
Sppl2a	2278	1994	2165	3515	3719	3189	2684	3366	4179	3819	3414	3187	2586	3503	4477	2856	1738	3063	4034	3478
Rsph3a	293	141	378	194	399	523	189	639	204	468	424	181	288	187	479	496	87	355	179	410
Ceacam-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cpd	8027	6000	7075	10288	10111	9407	6647	7306	8146	6625	6762	7257	5262	7573	9408	5720	2841	4824	6701	5809
Eif3l	5119	5299	5428	6718	6576	5375	6042	5547	5527	5180	4588	5565	3919	5363	6883	4233	2183	3921	4812	4661
Gm16701	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Lamc1	18818	16578	18836	18658	22233	26561	24366	25648	27940	24817	26235	23233	16710	20686	27851	29194	14616	19277	26188	21820
1110028F18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3110009E18Rik	29	37	23	36	62	32	41	42	50	52	43	48	26	48	58	49	22	30	52	56
Usp40	1577	1236	1840	1918	2239	1552	1523	1997	1879	1940	1651	1710	1507	1831	2523	1497	670	1444	1819	1781
Olfr412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp9b	1972	1897	2017	2826	3038	2058	2185	2512	2902	2650	2468	2621	1884	2670	3604	2137	951	2038	2676	2490
S100z	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C130060C02Rik	3	2	3	10	1	2	2	8	5	7	5	6	2	3	5	10	3	3	22	8
Olfr1151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A130030D18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coq8a	100	60	122	190	246	267	216	402	672	765	245	650	536	926	481	685	317	800	746	927
Mgmt	292	308	329	547	342	524	519	483	477	427	429	470	300	490	616	383	131	347	527	468
Rcl1	562	597	547	725	765	599	509	398	585	597	605	865	585	748	842	708	295	647	669	705
Foxp1	5219	7370	8004	9554	7939	5218	7227	8842	7301	5317	5059	7267	4850	6976	8654	2905	2866	4160	5585	4041
Ccnh	627	693	808	1059	966	734	865	851	933	853	785	1040	708	973	1134	753	629	724	965	729
Nova1	157	95	138	175	454	116	68	155	87	171	414	153	152	150	767	593	38	106	190	666
Rnf182	8	1	15	5	18	39	34	40	19	18	18	8	3	5	26	15	0	9	34	33
Exosc3	405	321	434	487	483	446	450	420	403	333	421	438	312	390	490	329	197	343	345	323
Dclk2	163	149	167	202	237	119	115	152	181	122	162	175	150	203	274	57	31	82	88	50
4933407L21Rik	0	0	0	2	0	1	0	2	1	2	1	0	1	0	0	1	0	0	0	3
Metrnl	981	730	786	1536	1566	1330	742	1120	1891	1921	1194	1037	843	1112	1705	1296	319	1036	1236	1487
Cdx2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Palb2	147	103	112	169	162	98	103	71	119	94	80	88	57	86	78	50	40	84	73	72
Abcc3	971	224	341	1011	1614	699	421	427	1014	1015	2102	1201	1197	1143	1669	1635	365	1046	1677	1848
Cfap44	0	0	1	0	1	4	4	10	2	0	4	0	3	6	1	5	9	2	7	3
Gm14204	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
